line_number,source_type,year,customs_region,partner,partner_orthographic,export_import,product,product_orthographic,value,quantity,quantity_unit,quantity_unit_orthographic,value_per_unit,yearstr,customs_region_origin,customs_office,origin_origin,width_in_line,value_part_of_bundle,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_un_source,absurd_observation,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,customs_region_grouping,origin,partner_simplification,partner_grouping,partner_obrien,partner_sourcename,partner_wars,partner_africa,nb_occurence_BdCFR,product_simplification,product_sitc,imprimatur,product_edentreaty,surement_pas_canada,product_canada,details_provenance,peche,product_medicinales,nbr_obs,product_hamburg,product_grains,product_coton,product_ulrich,product_coffee,product_porcelaine,product_v_glass_beads,product_revolutionempire,product_beaver,product_type_textile,product_luxe_dans_type,product_luxe_dans_SITC,product_sitc_FR,product_sitc_EN,product_sitc_simplEN,obsolete,product_RE_aggregate,product_threesectors,product_threesectorsM,quantity_unit_simplification,conv_orthographic_to_simplificat,quantity_unit_metric,conv_simplification_to_metric,needs_more_details,quantities_metric,unit_price_metric,best_guess_national_prodxpart,best_guess_national_partner,best_guess_national_product,best_guess_region_prodxpart,best_guess_national_region,computed_value,value_as_reported,computed_value_per_unit,computed_quantity,value_minus_unit_val_x_qty
237,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Farine,farine,7198.875,31995,livres,livres,.22499999,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,.13,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1481,farine,0a,x,,0,Hors Canada,,0,not a medical product,1158,,Grains transformés (5),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Farine, gruau, biscuits et pâtes",No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,15661.552,.45965272,0,0,0,1,1,1,7199,0,0,.12519071
238,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fayence,faïence,2500,,,unité manquante,,1789,La Rochelle,La Rochelle,Etranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Étranger,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,590,faïence,6k,x,"Porcelaine, Fayance, Poterie",0,Hors Canada,,0,not a medical product,1580,,Pas grain (0),not raw cotton,fayence,Not coffee,Substitut 1 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,2500,0,0,
239,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fayence,faïence,7200,,,unité manquante,,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,590,faïence,6k,x,"Porcelaine, Fayance, Poterie",0,Hors Canada,,0,not a medical product,1580,,Pas grain (0),not raw cotton,fayence,Not coffee,Substitut 1 de la porcelaine,out,"Porcelaine, poterie, faïence et ouvrages de terre",No link with beaver,,,,"Articles minéraux non métalliques manufacturés, n.d.a.",Other industrial products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,7200,0,0,
24,National toutes directions partenaires manquants,1789,La Rochelle,Bayonne,Bayonne,Exports,Sel,sel,3379.375,675875,livres,livres,.0049999999,1789,La Rochelle,Les Sables d'Olonne,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,25lt les 4800 livress,4860.8198,,,,,,,,La Rochelle,Aunis,Bayonne,France,Bayonne,France,France,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,330840.81,.010214505,0,0,0,1,1,1,8381,0,0,5001.625
240,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fer,fer,1248,7800,livres,livres,.16,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,80,fer,6j,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,641,Fer,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Fer,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Métaux,Non-agricultural primary goods,Produits primaires,livres,1,kg,.48949999,0,3818.0999,.32686415,0,0,0,1,1,0,1248,0,0,.000027894974
241,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Fer ouvré,fer ouvré,450,1125,livres,livres,.40000001,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,35,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,509,ouvrages de fer,6j,x,Hardware,0,Hors Canada,,0,not a medical product,933,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Ouvrages métalliques,No link with beaver,,,,"Métaux, produits métalliques et outils",Metal products,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,livres,1,kg,.48949999,0,550.6875,.81716043,0,0,0,1,1,0,450,0,0,-6.7055225e-06
242,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Futailles vides,futailles vides,5040,560,pièces,pièces,9,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,56,futailles vides,6b,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,141,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Ouvrages de bois, liège et jonc",No link with beaver,,,,"Produits du bois, liège, jonc","Wood, cork and cane products","Leather, wood and paper products",non,Industrie française et étrangère,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,560,9,0,0,0,1,1,0,5040,0,0,0
242,National toutes directions partenaires manquants,1789,La Rochelle,Étranger,Étranger,Exports,Sucre brut,sucre brut,193563,450149,livres,livres,.42999762,1789,La Rochelle,La Rochelle,Colonies françaises de l'Amérique,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Exports_1789.csv,ANOM Col F 2B 14,4,22002675,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Colonies françaises de l'Amérique,Monde hors colonies,Monde,,Monde,Divers,Not Outre-mers,997,sucre brut,0b,x,,0,Hors Canada,antilles,0,not a medical product,1167,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,220347.92,,0,0,0,1,1,0,193563,1,0,.000019133091
243,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Gaze marly,gaze Marly,1050,119,aunes,aunes,8.8235292,1789,La Rochelle,La Rochelle,Amienois,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,30lt la livre,,,,,,,,,La Rochelle,Amiénois,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1,Marly,6i,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Textiles manufacturés divers et mélangés,No link with beaver,,,,Autres filés ou tissés,Other threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,aunes de paris,1,cm,118.84,0,14141.96,,0,0,0,1,1,0,1050,1,0,.000020027161
244,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Grains comestibles froment,grains comestibles froment,8280,55200,livres,livres,.15000001,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,3,grains froment,0a,x,,0,Hors Canada,,0,not a medical product,1492,,Froment (1),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,27020.398,.30643517,0,0,0,1,1,0,8280,0,0,-.00032901764
245,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Ris,riz,220,550,livres,livres,.40000001,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1270,grains riz,0a,x,,0,Hors Canada,,0,not a medical product,1772,Riz,Menus grains (3),not raw cotton,rice,Not coffee,Sans lien avec la porcelaine,out,Riz,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,269.22501,.81716043,0,0,0,1,1,0,220,0,0,-3.2782555e-06
246,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Seigle,seigle,1840,18400,livres,livres,.1,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,14,grains seigle,0a,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,530,,Céréales inférieures (2),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Blé et autres grains comestibles,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,9006.7998,.20429011,0,0,0,1,1,0,1840,0,0,-.000027418137
247,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Huille d'olive,huile d'olive,1260,1400,livres,livres,.89999998,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,259,huile d'olive,4,x,Huile d'olive de France,0,Hors Canada,,0,not a medical product,2680,Huile ; d'olive ; blanc ; de Gènes,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huile d'olive à manger,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,685.29999,1.8386109,0,0,0,1,1,0,1260,0,0,.000033378601
248,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Huille de noix,huile de noix,177.60001,444,livres,livres,.40000001,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,.40000001,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,39,huile de noix,4,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,207,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huiles diverses,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,217.338,.81716043,0,0,0,1,1,1,178,0,0,.39999735
248,National toutes directions partenaires manquants,1789,La Rochelle,Étranger,Étranger,Exports,Sucre raffiné,sucre raffiné,1273150,1273150,livres,livres,1,1789,La Rochelle,La Rochelle,Colonies françaises de l'Amérique,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Exports_1789.csv,ANOM Col F 2B 14,4,3528423,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Colonies françaises de l'Amérique,Monde hors colonies,Monde,,Monde,Divers,Not Outre-mers,50,sucre raffiné,0b,x,,0,Hors Canada,,0,not a medical product,196,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,623206.94,,0,0,0,1,1,0,1273150,1,0,0
249,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Huille de poisson,huile de poisson,4172.75,16691,livres,livres,.25,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,.25,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,191,huile de poisson,4,x,,0,Pêche d'Amérique avant 1763,,1,not a medical product,1470,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Huile de poisson,No link with beaver,,,,"Huiles, graisses et cires d'origine animale et végétale",Oils,Oils,non,Matières premières,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,8170.2441,.51072526,0,0,0,1,1,1,4173,0,0,.25
25,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Sel,sel,350.125,70025,livres,livres,.0049999999,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,25lt les 4800 livress,1247.29,,,,,,,,La Rochelle,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,1548,sel,2,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,1262,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Sel,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,34277.238,.010214505,0,0,0,1,1,1,1612,0,0,1261.875
250,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Lin peigné,lin peigné,4931,9862,livres,livres,.5,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,en quintal,0,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,227,lin peigné,2,x,,0,Hors Canada,,0,not a medical product,419,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Lin,No link with beaver,,,,Matières brutes non-comestibles non transformées n.d.a.,"Raw materials, inedible, except fuels","Crude materials, inedible, except combustibles",non,Matières premières,Agriculture,Produits primaires,livres,1,kg,.48949999,0,4827.4487,1.0214505,0,0,0,1,1,0,4931,0,0,0
251,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Marchandises à la valeur,marchandises à la valeur,722,,,unité manquante,,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,marchdises en estimation,,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,252,marchandises à l'estimation,9b,x,,0,Peut-être Canada,,0,not a medical product,510,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Divers mélangés,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Divers,Unknown,Inconnus,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,722,0,0,
252,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Meubles,meubles,1991,,,unité manquante,,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,marchdises en estimation,,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,688,mobilier,8,x,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,777,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,"Meubles, glaces et miroirs",No link with beaver,,,,Articles manufacturés divers n.d.a,Various manufactures,Other industrial products,non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,1991,0,0,
253,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mercerie mêlée,mercerie mêlée,2068,,,unité manquante,,1789,La Rochelle,La Rochelle,Aunis,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,marchdises en estimation,,,,,,,,,La Rochelle,Aunis,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,69,mercerie,9b,x,,0,Hors Canada,,0,not a medical product,3107,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Mercerie,No link with beaver,,,,Divers mélangés,Mixed flows,Other,non,Industrie française et étrangère,Manufactures,Produits manufacturés,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,2068,0,0,
254,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs de coton,mouchoirs de coton,600,300,pièces,pièces,2,1789,La Rochelle,La Rochelle,Normandie,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Normandie,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,277,mouchoirs de coton,6g,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,632,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,milieu de gamme,milieu de gamme,Filés ou tissés de coton,Coton threads and fabrics,Coton threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,300,2,0,0,0,1,1,0,600,0,0,0
254,National toutes directions partenaires manquants,1789,La Rochelle,Étranger,Étranger,Exports,Sucre terré,sucre terré,730943,1178942,livres,livres,.61999911,1789,La Rochelle,La Rochelle,Colonies françaises de l'Amérique,,0,sources/National toutes directions partenaires manquants/ANOM_Col_F_2B_14_Colonies_Exports_1789.csv,ANOM Col F 2B 14,4,44248771,,,,Guillaume Daudin,,,,,,,,,,,La Rochelle,Colonies françaises de l'Amérique,Monde hors colonies,Monde,,Monde,Divers,Not Outre-mers,892,sucre terré,0b,x,,0,Hors Canada,,0,not a medical product,947,Sucre ; cru blanc ; du Brésil,Pas grain (0),not raw cotton,sugar,Not coffee,Sans lien avec la porcelaine,out,Sucre,No link with beaver,,,,Produits agricoles alimentaires des régions de colonisation européenne,Plantation foodstuff,Plantation foodstuffs,non,Subsistances,Agriculture,Produits agricoles,livres,1,kg,.48949999,0,577092.06,,0,0,0,1,1,0,730943,1,0,.0084346533
255,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs de coton,mouchoirs de coton,288,96,pièces,pièces,3,1789,La Rochelle,La Rochelle,Indes Cnie Française,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Indes colonies françaises,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,277,mouchoirs de coton,6g,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,632,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,milieu de gamme,milieu de gamme,Filés ou tissés de coton,Coton threads and fabrics,Coton threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,96,3,0,0,0,1,1,0,288,0,0,0
256,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs de coton,mouchoirs de coton,234,156,pièces,pièces,1.5,1789,La Rochelle,La Rochelle,anjou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Anjou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,277,mouchoirs de coton,6g,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,632,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,milieu de gamme,milieu de gamme,Filés ou tissés de coton,Coton threads and fabrics,Coton threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,156,1.5,0,0,0,1,1,0,234,0,0,0
257,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs de coton,mouchoirs de coton,144,72,pièces,pièces,2,1789,La Rochelle,La Rochelle,Bretagne,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Bretagne,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,277,mouchoirs de coton,6g,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,632,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,milieu de gamme,milieu de gamme,Filés ou tissés de coton,Coton threads and fabrics,Coton threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,72,2,0,0,0,1,1,0,144,0,0,0
258,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs de coton,mouchoirs de coton,117,36,pièces,pièces,3.25,1789,La Rochelle,La Rochelle,Etranger,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Étranger,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,277,mouchoirs de coton,6g,x,Coton de toute espèce,0,Hors Canada,,0,not a medical product,632,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,milieu de gamme,milieu de gamme,Filés ou tissés de coton,Coton threads and fabrics,Coton threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,36,3.25,0,0,0,1,1,0,117,0,0,0
259,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs fil et coton,mouchoirs fil et coton,2508,1254,pièces,pièces,2,1789,La Rochelle,La Rochelle,anjou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,,0,,,,,,,,La Rochelle,Anjou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,115,mouchoirs de coton et de fil,6h,x,Coton de toute espèce,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,388,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,1254,2,0,0,0,1,1,0,2508,0,0,0
26,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Volaille,volailles,187,,,unité manquante,,1789,La Rochelle,Les Sables d'Olonne,Poitou,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,3,,,,,Ahmed,,marchandises en estimation,,,,,,,,,La Rochelle,Poitou,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,37,volailles,0a,,,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,240,,Pas grain (0),not raw cotton,out,Not coffee,Sans lien avec la porcelaine,out,Chairs et œufs,No link with beaver,,,,Autres produits alimentaires et animaux,Other foodstuff and live animals,Other foodstuffs and live animals,non,Subsistances,Agriculture,Produits agricoles,unité manquante,,unité manquante,,,,,0,0,0,1,1,0,187,0,0,
260,National toutes directions partenaires manquants,1789,La Rochelle,Petites iles,Petites Îles,Exports,Mouchoirs fil et coton,mouchoirs fil et coton,240,120,pièces,pièces,2,1789,La Rochelle,La Rochelle,Normandie,,,sources/National toutes directions partenaires manquants/AN_F12_1666_La_Rochelle_Exports_1789.csv,AN F12 1666,16,,,,,Ahmed,,marchandises en estimation,0,,,,,,,,La Rochelle,Normandie,Petites Îles,France,Petites Îles,France,Îles,Not Outre-mers,115,mouchoirs de coton et de fil,6h,x,Coton de toute espèce,1,Pas importé en France depuis l'Amérique avant 1763,,0,not a medical product,388,,Pas grain (0),not raw cotton,cotton goods,Not coffee,Sans lien avec la porcelaine,out,Châles et mouchoirs hors soie,No link with beaver,tissés,bas de gamme,milieu de gamme,Autres filés ou tissés mélangés de fibres végétales dont toiles,Other vegetal threads and fabrics,Other threads and fabrics,non,Objets manufacturés,Manufactures,Produits manufacturés,pièces,1,nombre,1,0,120,2,0,0,0,1,1,0,240,0,0,0
